id,Temperature,Humidity,Wind_Speed,Precipitation(%),Cloud_Cover,Atmospheric_Pressure,UV_Index,Season,Visibility(km),Location,Weather_Type,Humidity_Normalized
844,3,81,9.5,93,overcast,982.62,0,Winter,1.5,mountain,Snowy,0.6853932584269663
845,15,53,11.5,41,partly cloudy,1012.1,3,Winter,7.5,coastal,Cloudy,0.3707865168539326
846,33,80,9.5,53,overcast,994.51,2,Autumn,3.5,mountain,Rainy,0.6741573033707865
847,27,66,4.0,1,clear,1022.64,9,Summer,7.5,inland,Sunny,0.5168539325842697
848,36,81,8.0,97,clear,1014.11,10,Spring,9.5,coastal,Sunny,0.6853932584269663
849,21,61,6.0,17,overcast,1019.35,3,Autumn,6.5,inland,Cloudy,0.4606741573033708
850,17,94,12.5,79,overcast,1015.11,3,Winter,2.0,mountain,Rainy,0.8314606741573034
851,31,91,29.5,104,overcast,995.61,8,Summer,4.5,inland,Rainy,0.797752808988764
852,-3,65,9.0,55,overcast,994.87,0,Winter,4.0,inland,Snowy,0.5056179775280899
853,29,30,6.0,12,clear,1012.61,10,Winter,8.5,mountain,Sunny,0.11235955056179775
854,34,78,9.0,42,partly cloudy,1005.0,1,Winter,8.5,inland,Cloudy,0.651685393258427
855,24,41,3.0,11,clear,1020.28,7,Autumn,7.0,coastal,Sunny,0.23595505617977527
856,20,32,5.0,2,partly cloudy,1019.85,8,Winter,5.0,mountain,Sunny,0.1348314606741573
857,35,55,9.0,9,partly cloudy,1012.58,9,Summer,8.0,inland,Sunny,0.39325842696629215
858,-2,82,19.5,85,overcast,981.3,1,Winter,4.0,mountain,Snowy,0.6966292134831461
859,17,72,2.5,40,partly cloudy,1005.31,3,Spring,9.0,mountain,Cloudy,0.5842696629213483
860,-5,68,8.0,56,partly cloudy,995.63,1,Winter,2.0,mountain,Snowy,0.5393258426966292
861,9,73,10.0,84,overcast,1000.06,14,Spring,8.0,mountain,Cloudy,0.5955056179775281
862,15,65,5.0,10,partly cloudy,1009.5,4,Winter,6.5,mountain,Cloudy,0.5056179775280899
863,23,21,6.5,17,partly cloudy,1054.24,7,Winter,7.5,coastal,Snowy,0.011235955056179775
864,10,73,10.5,49,overcast,1010.36,1,Winter,5.5,inland,Cloudy,0.5955056179775281
865,-7,69,3.0,86,overcast,991.57,1,Winter,5.0,mountain,Snowy,0.550561797752809
866,41,56,4.5,6,partly cloudy,1018.48,8,Autumn,9.0,mountain,Sunny,0.4044943820224719
867,-7,93,0.5,51,overcast,997.63,1,Winter,5.0,mountain,Snowy,0.8202247191011236
868,-2,101,19.5,101,partly cloudy,980.83,0,Winter,5.0,inland,Snowy,0.9101123595505618
869,57,103,11.0,71,partly cloudy,1007.55,1,Summer,1.0,coastal,Rainy,0.9325842696629213
870,24,94,19.5,58,overcast,1003.36,0,Spring,2.5,inland,Rainy,0.8314606741573034
871,16,52,4.0,29,overcast,1009.5,4,Autumn,6.0,inland,Cloudy,0.3595505617977528
872,28,37,7.0,16,partly cloudy,1021.88,6,Spring,5.0,mountain,Sunny,0.19101123595505617
873,2,69,9.5,93,overcast,985.77,0,Winter,2.0,mountain,Snowy,0.550561797752809
874,28,67,3.0,18,clear,1017.89,10,Winter,7.5,inland,Sunny,0.5280898876404494
875,37,76,10.5,86,overcast,1073.21,3,Winter,4.5,mountain,Cloudy,0.6292134831460674
876,42,85,37.0,100,overcast,1007.39,11,Summer,2.5,mountain,Rainy,0.7303370786516854
877,36,21,6.5,6,clear,1021.77,8,Spring,5.0,mountain,Sunny,0.011235955056179775
878,-1,56,5.0,70,cloudy,1018.08,14,Winter,8.0,inland,Snowy,0.4044943820224719
879,-6,80,1.5,74,overcast,999.42,13,Winter,4.5,inland,Snowy,0.6741573033707865
880,40,99,13.0,101,partly cloudy,1011.41,12,Autumn,2.0,coastal,Cloudy,0.8876404494382022
881,20,29,4.5,5,clear,1010.43,6,Winter,6.0,mountain,Sunny,0.10112359550561797
883,25,57,13.5,22,overcast,1005.37,1,Winter,5.5,inland,Cloudy,0.4157303370786517
884,47,106,5.5,104,clear,1027.75,12,Autumn,4.0,coastal,Sunny,0.9662921348314607
885,17,65,7.0,64,partly cloudy,1004.05,0,Spring,4.0,mountain,Rainy,0.5056179775280899
886,-15,74,6.5,53,cloudy,874.92,6,Summer,8.0,mountain,Cloudy,0.6067415730337079
888,10,20,9.0,60,partly cloudy,827.37,7,Spring,4.5,inland,Rainy,0.0
889,42,62,8.5,13,clear,1026.68,5,Summer,10.0,coastal,Sunny,0.47191011235955055
890,16,67,9.0,16,overcast,1007.01,1,Winter,7.5,mountain,Cloudy,0.5280898876404494
891,41,53,2.5,1,clear,1015.42,9,Spring,7.5,coastal,Sunny,0.3707865168539326
892,3,82,17.0,59,overcast,984.41,0,Winter,4.0,mountain,Snowy,0.6966292134831461
893,30,60,11.0,15,partly cloudy,1014.3,2,Winter,7.0,mountain,Cloudy,0.449438202247191
894,3,97,20.0,89,partly cloudy,983.22,0,Winter,4.0,inland,Snowy,0.8651685393258427
895,49,34,3.0,64,overcast,1118.38,9,Autumn,5.0,coastal,Sunny,0.15730337078651685
896,37,36,8.5,0,clear,1026.5,6,Autumn,6.5,inland,Sunny,0.1797752808988764
897,26,24,3.0,17,clear,1010.01,6,Summer,5.5,coastal,Sunny,0.0449438202247191
898,24,63,8.5,67,overcast,990.04,3,Autumn,4.5,coastal,Rainy,0.48314606741573035
900,19,70,10.0,21,partly cloudy,1014.9,1,Winter,6.5,inland,Cloudy,0.5617977528089888
901,26,51,4.5,46,overcast,903.58,2,Summer,0.5,mountain,Sunny,0.34831460674157305
902,25,23,0.5,1,clear,1026.46,10,Summer,7.0,coastal,Sunny,0.033707865168539325
903,0,102,19.5,85,overcast,988.97,12,Winter,5.0,mountain,Snowy,0.9213483146067416
904,30,38,5.0,2,clear,1018.18,5,Summer,9.5,mountain,Sunny,0.20224719101123595
905,22,72,12.0,69,overcast,1018.8,1,Spring,2.5,coastal,Rainy,0.5842696629213483
906,29,71,21.0,86,partly cloudy,1013.77,12,Winter,6.5,inland,Cloudy,0.5730337078651685
907,32,104,27.0,107,partly cloudy,1015.36,3,Winter,11.5,mountain,Cloudy,0.9438202247191011
908,24,88,44.5,76,partly cloudy,1005.61,1,Spring,1.5,coastal,Rainy,0.7640449438202247
909,20,67,7.0,6,clear,1025.47,5,Spring,5.5,inland,Sunny,0.5280898876404494
910,16,76,6.0,36,partly cloudy,1007.38,2,Summer,9.0,inland,Cloudy,0.6292134831460674
911,-4,101,9.5,98,partly cloudy,990.81,10,Winter,1.5,mountain,Snowy,0.9101123595505618
912,21,41,14.5,56,cloudy,902.72,4,Summer,16.5,inland,Cloudy,0.23595505617977527
913,32,49,2.5,9,clear,1012.59,7,Summer,5.0,inland,Sunny,0.3258426966292135
914,11,80,7.5,86,overcast,1006.4,0,Winter,1.5,inland,Rainy,0.6741573033707865
915,-17,72,8.5,73,overcast,998.45,1,Winter,2.0,inland,Snowy,0.5842696629213483
916,4,95,12.5,91,overcast,993.44,7,Winter,4.0,mountain,Snowy,0.8426966292134831
917,16,55,5.5,45,overcast,1007.32,1,Spring,7.0,mountain,Cloudy,0.39325842696629215
918,-4,82,2.0,65,overcast,982.57,0,Winter,1.5,inland,Snowy,0.6966292134831461
919,15,22,2.5,92,overcast,977.7,12,Winter,5.0,mountain,Snowy,0.02247191011235955
920,-16,100,18.0,97,overcast,993.16,11,Winter,2.0,mountain,Snowy,0.898876404494382
921,1,83,17.5,86,overcast,984.97,1,Winter,1.0,mountain,Snowy,0.7078651685393258
922,29,67,1.5,5,clear,1024.29,5,Summer,8.0,coastal,Sunny,0.5280898876404494
923,23,70,12.5,106,overcast,997.59,0,Winter,2.5,mountain,Rainy,0.5617977528089888
924,-1,62,3.5,82,overcast,993.44,1,Winter,3.0,inland,Snowy,0.47191011235955055
925,28,78,4.5,49,partly cloudy,1003.87,2,Autumn,7.0,coastal,Cloudy,0.651685393258427
926,4,60,17.0,76,overcast,991.03,1,Winter,5.0,mountain,Snowy,0.449438202247191
927,31,92,4.0,99,partly cloudy,1010.9,14,Autumn,4.5,coastal,Sunny,0.8089887640449438
928,44,105,3.0,86,clear,1015.64,9,Winter,7.5,mountain,Sunny,0.9550561797752809
929,33,85,16.0,58,overcast,1004.52,2,Spring,2.0,mountain,Rainy,0.7303370786516854
930,37,77,16.0,75,clear,1018.29,3,Winter,5.5,mountain,Sunny,0.6404494382022472
931,28,79,7.0,23,partly cloudy,1018.36,4,Autumn,8.5,coastal,Cloudy,0.6629213483146067
932,-19,59,4.0,11,overcast,1022.41,1,Autumn,19.0,mountain,Snowy,0.43820224719101125
933,20,102,15.0,83,overcast,1015.89,10,Spring,6.5,inland,Cloudy,0.9213483146067416
934,61,104,7.5,85,overcast,1005.83,11,Autumn,5.0,coastal,Cloudy,0.9438202247191011
935,24,71,12.0,59,overcast,1004.05,2,Winter,1.0,coastal,Rainy,0.5730337078651685
936,22,63,11.5,12,partly cloudy,1014.55,1,Autumn,7.0,inland,Cloudy,0.48314606741573035
937,33,68,2.5,13,partly cloudy,1004.61,2,Spring,7.5,mountain,Cloudy,0.5393258426966292
938,41,36,8.5,3,clear,1029.51,8,Spring,6.5,coastal,Sunny,0.1797752808988764
939,36,58,8.0,1,clear,1015.16,9,Autumn,8.5,mountain,Sunny,0.42696629213483145
940,40,40,8.0,1,clear,1013.26,11,Summer,5.5,coastal,Sunny,0.2247191011235955
941,7,76,17.5,106,overcast,1019.09,2,Autumn,5.5,coastal,Rainy,0.6292134831460674
942,11,61,11.5,99,overcast,994.58,1,Summer,4.0,mountain,Rainy,0.4606741573033708
943,2,75,9.0,103,overcast,994.71,5,Winter,0.5,inland,Snowy,0.6179775280898876
944,22,53,3.0,16,partly cloudy,1023.32,6,Winter,7.5,coastal,Sunny,0.3707865168539326
945,30,98,10.0,59,partly cloudy,998.56,3,Autumn,3.0,inland,Rainy,0.8764044943820225
946,25,32,8.5,82,partly cloudy,961.73,12,Summer,15.0,coastal,Sunny,0.1348314606741573
947,15,78,16.0,105,overcast,993.73,10,Autumn,0.5,inland,Rainy,0.651685393258427
948,10,76,11.5,71,cloudy,1095.61,12,Spring,3.0,mountain,Snowy,0.6292134831460674
949,13,67,9.0,51,overcast,1008.38,2,Spring,3.5,coastal,Rainy,0.5280898876404494
950,43,30,4.0,97,partly cloudy,995.64,11,Summer,19.0,inland,Snowy,0.11235955056179775
951,-5,66,5.0,68,overcast,994.28,0,Winter,1.5,mountain,Snowy,0.5168539325842697
952,22,46,2.0,12,partly cloudy,1019.55,6,Winter,9.5,mountain,Sunny,0.29213483146067415
953,31,97,20.0,54,overcast,1003.01,1,Spring,4.5,mountain,Rainy,0.8651685393258427
954,16,61,13.0,80,overcast,995.72,3,Winter,5.0,coastal,Rainy,0.4606741573033708
955,19,82,2.0,106,partly cloudy,1006.7,5,Autumn,5.5,coastal,Cloudy,0.6966292134831461
956,17,96,12.0,66,overcast,1008.91,0,Spring,3.5,mountain,Rainy,0.8539325842696629
957,34,63,19.0,61,overcast,1001.99,3,Autumn,3.0,inland,Rainy,0.48314606741573035
958,8,102,35.5,89,overcast,999.36,4,Winter,2.0,inland,Snowy,0.9213483146067416
959,-7,85,1.0,76,overcast,989.97,1,Winter,3.0,inland,Snowy,0.7303370786516854
960,4,98,15.5,67,partly cloudy,987.42,1,Winter,1.5,inland,Snowy,0.8764044943820225
961,35,68,3.5,69,overcast,1121.27,8,Autumn,18.0,inland,Rainy,0.5393258426966292
962,21,65,5.0,7,clear,1017.57,9,Winter,7.0,mountain,Sunny,0.5056179775280899
963,20,99,15.0,98,overcast,994.3,2,Autumn,2.5,inland,Rainy,0.8876404494382022
964,25,62,6.0,8,clear,1020.8,10,Autumn,9.5,inland,Sunny,0.47191011235955055
965,22,65,6.0,6,clear,1010.58,5,Spring,5.5,coastal,Sunny,0.5056179775280899
966,-4,91,7.5,66,overcast,986.45,1,Winter,2.0,mountain,Snowy,0.797752808988764
967,19,69,11.0,86,overcast,1013.98,1,Summer,1.5,coastal,Rainy,0.550561797752809
968,23,61,10.0,72,partly cloudy,999.82,3,Winter,4.5,mountain,Rainy,0.4606741573033708
969,28,56,4.5,38,partly cloudy,1005.76,4,Winter,8.5,inland,Cloudy,0.4044943820224719
970,15,99,20.0,76,overcast,999.95,4,Winter,1.5,coastal,Rainy,0.8876404494382022
971,0,86,19.5,53,overcast,988.5,0,Winter,4.0,inland,Snowy,0.7415730337078652
972,36,57,4.5,11,partly cloudy,1015.75,7,Spring,6.0,mountain,Sunny,0.4157303370786517
973,29,65,18.0,91,partly cloudy,1010.71,0,Winter,5.0,coastal,Rainy,0.5056179775280899
974,-8,79,18.5,95,partly cloudy,996.93,1,Winter,1.5,inland,Snowy,0.6629213483146067
975,-10,72,9.5,89,overcast,829.83,0,Spring,8.0,mountain,Rainy,0.5842696629213483
976,26,61,13.5,73,partly cloudy,995.23,2,Autumn,2.0,inland,Rainy,0.4606741573033708
977,30,45,6.0,9,clear,1012.48,7,Summer,8.0,mountain,Sunny,0.2808988764044944
978,2,66,7.5,74,overcast,986.01,1,Winter,2.0,mountain,Snowy,0.5168539325842697
979,30,48,7.0,18,clear,1010.23,9,Summer,10.0,coastal,Sunny,0.3146067415730337
980,24,83,15.5,89,overcast,1017.03,1,Summer,3.5,mountain,Rainy,0.7078651685393258
981,-8,76,12.5,50,overcast,992.61,0,Winter,3.0,inland,Snowy,0.6292134831460674
982,33,99,16.5,89,overcast,1015.58,2,Autumn,4.5,mountain,Rainy,0.8876404494382022
983,31,61,6.5,14,partly cloudy,1013.57,8,Summer,8.5,coastal,Sunny,0.4606741573033708
984,31,57,0.5,23,partly cloudy,1143.34,4,Winter,10.5,mountain,Cloudy,0.4157303370786517
985,29,48,7.0,18,clear,1019.97,5,Spring,10.0,mountain,Sunny,0.3146067415730337
986,20,58,13.5,40,partly cloudy,1008.25,3,Winter,7.0,coastal,Cloudy,0.42696629213483145
987,34,84,12.0,84,overcast,995.23,3,Summer,4.0,mountain,Rainy,0.7191011235955056
988,12,79,15.0,71,overcast,1012.93,2,Spring,1.5,coastal,Rainy,0.6629213483146067
989,43,41,9.5,13,clear,1022.24,9,Summer,6.0,coastal,Sunny,0.23595505617977527
990,-6,99,8.5,99,overcast,992.5,10,Winter,1.0,mountain,Snowy,0.8876404494382022
991,-7,87,7.0,80,partly cloudy,994.48,0,Winter,3.5,inland,Snowy,0.7528089887640449
992,-8,80,15.5,84,overcast,985.8,1,Winter,3.0,mountain,Snowy,0.6741573033707865
993,21,51,4.5,40,partly cloudy,1010.97,1,Summer,9.0,inland,Cloudy,0.34831460674157305
994,31,77,19.5,93,partly cloudy,1027.33,12,Winter,4.5,coastal,Sunny,0.6404494382022472
995,1,88,1.0,85,overcast,986.06,0,Winter,2.0,inland,Snowy,0.7640449438202247
996,-2,69,10.0,64,overcast,983.29,0,Winter,4.5,mountain,Snowy,0.550561797752809
997,34,55,6.5,19,partly cloudy,1018.38,5,Autumn,7.5,inland,Sunny,0.39325842696629215
998,28,91,8.5,86,clear,1029.24,6,Autumn,5.5,mountain,Sunny,0.797752808988764
999,-10,89,9.5,93,partly cloudy,982.68,0,Winter,3.5,mountain,Snowy,0.7752808988764045
1000,15,73,10.5,38,partly cloudy,1019.92,3,Autumn,5.0,inland,Cloudy,0.5955056179775281
